country,year,exports,imports,gdp,net_exports
MDG,1968,183124855.683342,235119320.000162,1031669637.39553,-51994464.316819996
MDG,1969,191304704.913512,244148323.201033,1056391055.59617,-52843618.287521005
MDG,1970,213036048.460712,240001885.063349,1111859570.88252,-26965836.602637023
MDG,1971,173264898.94468,252204260.34019,1199507631.07603,-78939361.39550999
MDG,1972,191350736.637332,245822788.235523,1341590690.41365,-54472051.59819099
MDG,1973,235525937.236688,312077206.732241,1653062335.00286,-76551269.49555299
MDG,1974,297715413.656829,387473830.382784,1917508190.04689,-89758416.72595501
MDG,1975,362080610.153179,476932068.483212,2283049215.35339,-114851458.330033
MDG,1976,330849218.675144,382361664.28161,2181844178.5534,-51512445.606465995
MDG,1977,387925899.167103,472941273.919702,2358930406.0689,-85015374.752599
MDG,1978,457890722.563205,642273689.924885,2669755115.10935,-184382967.36168003
MDG,1979,504827947.389357,1052478242.19945,3463565853.81023,-547650294.810093
MDG,1980,554791922.898067,1019609061.89099,5201818347.79882,-464817138.992923
MDG,1981,423096592.794001,696934879.041789,4759333998.36746,-273838286.2477881
MDG,1982,404922691.036222,617989389.591719,4784977325.95803,-213066698.55549705
MDG,1983,381908958.982415,522094424.611092,4686457031.2269,-140185465.62867695
MDG,1984,419879579.843664,488824150.110337,3905938480.86119,-68944570.26667303
MDG,1985,376255635.308369,477012482.642807,3802557894.8719,-100756847.33443803
MDG,1986,428072463.8414,508615749.291554,4347989788.09257,-80543285.45015395
MDG,1987,454292492.358412,513724261.93132,3212900555.8091,-59431769.572907984
MDG,1988,433265600.063802,539406597.519741,3189456965.0482,-106140997.45593905
MDG,1989,487655924.228415,521021526.554668,3175638332.64471,-33365602.326252997
MDG,1990,505973443.868711,767031802.219362,3931334875.01376,-261058358.35065103
MDG,1991,519857359.046727,643923815.763665,3254713056.02171,-124066456.71693796
MDG,1992,538527290.669117,693267160.708585,3714966678.33381,-154739870.03946805
MDG,1993,561129087.814315,774310221.77285,4063298919.2868,-213181133.95853508
MDG,1994,705142895.935945,829101112.757678,3522227092.22839,-123958216.821733
MDG,1995,805498306.661693,936020464.275131,3838100903.74974,-130522157.61343801
MDG,1996,839642514.372475,930030558.325422,4931861038.70763,-90388043.95294702
MDG,1997,688168058.378783,883747058.531317,4262965419.74998,-195579000.152534
MDG,1998,722467461.02259,920883327.96169,4401967632.73718,-198415866.9390999
MDG,1999,784850753.48815,965856215.411914,4277903780.29131,-181005461.923764
MDG,2000,885096717.085864,1095162037.72153,4629247203.84524,-210065320.635666
MDG,2001,1091486917.48139,1140139723.03488,5438332601.90798,-48652805.55348992
MDG,2002,1167504458.33349,1518069983.83502,5351701663.40807,-350565525.5015302
MDG,2003,872660373.50032,1295939419.56237,6372498889.66585,-423279046.0620501
MDG,2004,985460548.244924,1484882131.69503,5064732626.29389,-499421583.450106
MDG,2005,1424938434.18144,2039652747.15456,5859269752.61332,-614714312.97312
MDG,2006,1757983978.07996,2213935049.04555,6395712490.94304,-455951070.96558976
MDG,2007,2369521280.55928,3316634031.60353,8524620889.57747,-947112751.04425
MDG,2008,2971635295.00506,5003293324.95692,10725137723.6549,-2031658029.9518595
MDG,2009,1959518983.96164,4042538711.21138,9616879409.43789,-2083019727.2497401
MDG,2010,2183656264.169,3593827391.99502,9982711338.07029,-1410171127.8260198
MDG,2011,2624531677.69278,3900293293.50025,11551819617.874,-1275761615.8074698
MDG,2012,2521980906.92008,3574547936.22158,11578975061.9479,-1052567029.3014998
MDG,2013,2891230458.35248,4111627324.19942,12423555455.3853,-1220396865.84694
MDG,2014,3541731788.27034,4218673808.07217,12522957399.2281,-676942019.8018298
MDG,2015,3214678738.49738,3717317430.57571,11323020701.3017,-502638692.07833004
MDG,2016,3447066213.68097,3761002301.53403,11848613858.442,-313936087.85305977
MDG,2017,4071827552.94261,4538023942.3512,13176313593.5509,-466196389.4085903
MDG,2018,4339367350.69394,4995646270.88017,13760033282.2925,-656278920.1862297
MDG,2019,4009166482.22619,4820540217.6801,14104664678.5063,-811373735.4539104
MDG,2020,2628831060.657,3767772594.91223,13051441203.9474,-1138941534.25523
MDG,2021,3314741894.21611,4611346608.60019,14554754116.5427,-1296604714.38408
MDG,2022,4597561354.20694,5823312898.6851,15134700203.0497,-1225751544.47816
MDG,2023,4242418132.56351,5354663357.82747,15790113246.7478,-1112245225.26396
MLI,1967,31300692.4388231,65853405.4044948,275494477.586098,-34552712.9656717
MLI,1968,35142330.5134132,62205960.1923689,343771972.993855,-27063629.678955704
MLI,1969,38082699.0326618,64625184.2789053,339913867.092785,-26542485.2462435
MLI,1970,44862008.9286469,65484064.3143641,359772315.102198,-20622055.3857172
MLI,1971,53022179.5379943,79896441.288101,395218628.920694,-26874261.7501067
MLI,1972,48804174.5518637,95227655.3395474,486617280.255549,-46423480.787683696
MLI,1973,57427641.0713031,128763540.310523,563683703.304705,-71335899.2392199
MLI,1974,68548731.6764459,220186837.00808,538747339.956033,-151638105.3316341
MLI,1975,80256489.4600372,243102500.129484,830710615.179954,-162846010.6694468
MLI,1976,103368693.182112,197530464.197324,939228017.24779,-94161771.01521201
MLI,1977,133914203.904045,205552206.682842,1049838548.10919,-71638002.77879699
MLI,1978,141808858.852591,364714669.054019,1222702572.84699,-222905810.20142797
MLI,1979,191329840.418119,434370472.428278,1595422955.64433,-243040632.01015902
MLI,1980,260555262.907478,514247580.652089,1759691186.39993,-253692317.744611
MLI,1981,204680022.816497,443268523.647868,1538972424.36635,-238588500.83137098
MLI,1982,190127240.214142,395235936.061144,1333754224.99949,-205108695.847002
MLI,1983,206683337.163116,416358379.15505,1297765325.90273,-209675041.99193397
MLI,1984,235050768.169309,454692685.704445,1232932104.07276,-219641917.535136
MLI,1985,236903570.437432,594720726.845226,1392196047.99695,-357817156.40779406
MLI,1986,268401430.430132,647482463.943208,1852163453.15326,-379081033.51307595
MLI,1987,325338119.759286,637533079.918576,2090629986.97643,-312194960.15929
MLI,1988,316261753.440265,699433425.183583,2169040603.19394,-383171671.743318
MLI,1989,344950273.535047,632842470.345889,2181821909.27892,-287892196.810842
MLI,1990,419815580.41211,829530699.357274,2681912148.69842,-409715118.9451641
MLI,1991,441616266.831664,851446711.643634,2724131458.26216,-409830444.81196994
MLI,1992,442408867.813779,958831210.642599,2830673378.13006,-516422342.82882
MLI,1993,446796326.148732,856534789.506914,2818281085.08646,-409738463.358182
MLI,1994,404768737.762982,770106164.591951,2081846497.74648,-365337426.828969
MLI,1995,529405656.184519,992802285.226479,2706425157.39397,-463396629.04196006
MLI,1996,524706724.587351,934859742.529226,2780422049.21204,-410153017.9418749
MLI,1997,642627518.238185,895732113.21426,2697105823.4661,-253104594.97607493
MLI,1998,620691653.652538,844696161.817633,2920358710.50646,-224004508.1650951
MLI,1999,696780779.698716,1024491151.44383,3440724709.59258,-327710371.74511397
MLI,2000,665700074.219245,975631158.25155,2961484953.86444,-309931084.032305
MLI,2001,912604238.364252,1175363054.29078,3468337942.32063,-262758815.9265281
MLI,2002,1097691767.09096,1162347090.7237,3908121307.01957,-64655323.63274002
MLI,2003,1214785254.7978,1548987545.42842,4714071979.68835,-334202290.63062
MLI,2004,1291412639.85299,1725420782.84997,5454249125.72966,-434008142.9969802
MLI,2005,1436233264.63956,1945255062.74426,6247515888.14533,-509021798.1047001
MLI,2006,1963284247.39885,2247724735.93729,6905934217.90901,-284440488.5384402
MLI,2007,1969959416.8583,2650659475.687,8156468826.12645,-680700058.8286998
MLI,2008,2473786768.1048,3771239563.63044,9838403100.50554,-1297452795.52564
MLI,2009,2221698090.81085,2947406729.94698,10231962390.2119,-725708639.1361299
MLI,2010,2441103490.40386,3757042356.32385,10689168016.2613,-1315938865.91999
MLI,2011,2953292430.39533,4052835158.82336,12995112690.2596,-1099542728.42803
MLI,2012,3465895667.71767,3889909598.96771,12442035339.1049,-424013931.25004005
MLI,2013,3302798626.9534,5280803777.24685,13242690786.0938,-1978005150.2934499
MLI,2014,3240081519.39739,5470630684.10549,14364937124.0727,-2230549164.7081
MLI,2015,3150871348.28648,5188953483.7993,13104764378.326,-2038082135.5128202
MLI,2016,3288114305.16061,5655356471.77423,14026048335.7047,-2367242166.61362
MLI,2017,3452964129.90112,5549420835.09261,15365713048.1993,-2096456705.1914902
MLI,2018,4186231458.42779,6081048347.45136,17070867589.9055,-1894816889.0235696
MLI,2019,4441938779.20538,6558444721.2749,17280250810.0321,-2116505942.06952
MLI,2020,5195563367.39562,6339126317.79393,17465392764.3706,-1143562950.3983097
MLI,2021,5380996372.81339,7596252560.78036,19309463508.0377,-2215256187.9669704
MLI,2022,5855058148.4263,7941609299.04063,18780322203.7584,-2086551150.6143303
MLI,2023,6075612164.96845,8261798936.52911,20661794596.0873,-2186186771.5606604
MOZ,1991,308366307.230276,1599048009.43625,3854856434.58062,-1290681702.205974
MOZ,1992,256122499.258907,1404544786.24341,2798696511.18156,-1148422286.984503
MOZ,1993,237590627.522271,1355075747.81822,2883161897.42651,-1117485120.295949
MOZ,1994,310987138.052803,1426671417.22535,2958108170.32061,-1115684279.1725469
MOZ,1995,347894398.400414,1604625627.17932,3061646173.73938,-1256731228.778906
MOZ,1996,477693616.795204,1578861444.87635,4030146134.5706,-1101167828.081146
MOZ,1997,522899848.339983,1587332330.00534,4873663774.93019,-1064432481.6653571
MOZ,1998,551653721.229621,1613701247.44591,5551118148.73836,-1062047526.2162889
MOZ,1999,558379996.981631,2303130508.75797,6285219691.22462,-1744750511.7763388
MOZ,2000,669318463.013555,2172718129.40002,5930685214.61595,-1503399666.386465
MOZ,2001,1058826570.65006,1789716093.89865,5650154067.10346,-730889523.2485899
MOZ,2002,1277627022.46651,3084832221.80022,5950769426.60213,-1807205199.33371
MOZ,2003,1501824531.69834,3117728293.10175,6583526860.58062,-1615903761.40341
MOZ,2004,2093420471.04993,3625530921.69939,7937255565.35765,-1532110450.6494598
MOZ,2005,2471453991.62611,3914690846.63196,8868504899.94673,-1443236855.0058498
MOZ,2006,2666527628.9361,3738336875.4163,9509835536.93373,-1071809246.4801998
MOZ,2007,3061895142.94722,4086680887.84122,10811456005.9405,-1024785744.894
MOZ,2008,3533230751.68138,4862589823.75857,12920340964.6544,-1329359072.07719
MOZ,2009,3431857367.64262,4895152160.56224,12263894790.0125,-1463294792.9196196
MOZ,2010,3351471802.24651,5074769219.60681,11411894723.864,-1723297417.3602996
MOZ,2011,4587369287.45407,7752211162.94431,14619279988.716,-3164841875.49024
MOZ,2012,5009344508.84687,12669140464.7463,16688114144.0745,-7659795955.899429
MOZ,2013,4814395425.92704,13997781555.4826,17198073057.1981,-9183386129.55556
MOZ,2014,5894893978.46845,15024028376.7695,17978246586.0662,-9129134398.301052
MOZ,2015,5279638423.57529,10728551022.1303,16208985769.615,-5448912598.555011
MOZ,2016,4270264152.95059,9053287501.33234,12069051237.1711,-4783023348.38175
MOZ,2017,5444267918.05269,8582511319.65343,13264640645.7768,-3138243401.6007404
MOZ,2018,6837559087.08865,11875190091.5105,15017358952.8452,-5037631004.42185
MOZ,2019,5761757708.23501,10618346285.9034,15512759046.672,-4856588577.66839
MOZ,2020,4667776262.86619,9554283407.47139,14235420174.1884,-4886507144.6052
MOZ,2021,6523890986.02307,11597098163.9044,16168055475.4449,-5073207177.88133
MOZ,2022,9409084985.62579,16136472869.5082,18883528581.3734,-6727387883.88241
MOZ,2023,9487886113.96833,12645534417.6228,20954220983.5473,-3157648303.6544704
MRT,1961,18098361.734911,29741476.3364973,159213430.204754,-11643114.6015863
MRT,1962,18926389.7787134,35270342.4008672,164271557.513473,-16343952.6221538
MRT,1963,33594342.1813003,34317088.8907839,168186297.281077,-722746.7094836012
MRT,1964,77479912.1570203,35079689.2277098,224495743.865038,42400222.9293105
MRT,1965,85405336.3678402,38130099.0826194,255340474.997828,47275237.2852208
MRT,1966,90846087.8296112,38755998.9475371,266533605.185831,52090088.882074095
MRT,1967,93211739.4988162,45475864.5498847,282615310.216284,47735874.94893151
MRT,1968,93804931.5868714,47194755.6720278,311395937.322956,46610175.914843604
MRT,1969,90845289.4281016,47902223.5947046,295062308.474696,42943065.833397
MRT,1970,100097730.362123,53340246.3725584,309405315.98667,46757483.9895646
MRT,1971,106987200.848405,57029505.2910774,335568907.051937,49957695.557327606
MRT,1972,149725281.850101,133106293.084499,391669449.290746,16618988.765601993
MRT,1973,183111490.349316,157860290.813764,493237876.273031,25251199.535551995
MRT,1974,234683631.447326,251014221.765752,613010552.500776,-16330590.318425983
MRT,1975,214328858.987223,293406801.649489,703377837.452223,-79077942.66226599
MRT,1976,233122598.270855,416962601.380429,775045516.827791,-183840003.10957402
MRT,1977,207623938.844076,406019478.545237,799030017.057464,-198395539.701161
MRT,1978,212820785.486055,360360615.651232,804629876.848091,-147539830.16517702
MRT,1979,250406342.43068,393063712.589203,951900945.252492,-142657370.158523
MRT,1980,305883193.782822,482428347.687681,1047925105.54497,-176545153.904859
MRT,1981,394924879.228704,572218352.806029,1105494681.63193,-177293473.577325
MRT,1982,352134015.863109,648640501.28677,1108776652.78389,-296506485.423661
MRT,1983,422438627.212052,614032310.272612,1165171263.34593,-191593683.06056
MRT,1984,388242381.549678,542696590.914612,1074373230.36274,-154454209.36493403
MRT,1985,479510830.511773,563391027.826425,1009723326.32808,-83880197.31465197
MRT,1986,528194860.10084,650009596.773109,1186628778.4874,-121814736.67226899
MRT,1987,523245223.057966,618370338.501155,1344664724.68991,-95125115.44318902
MRT,1988,563821409.490169,615941855.01276,1414951290.06682,-52120445.522590995
MRT,1989,573030753.874126,568480362.78913,1450647019.18099,4550391.084995985
MRT,1990,545201152.352715,632068929.151832,1506914407.82047,-86867776.79911697
MRT,1991,587632451.828238,603327625.090868,2133692696.74857,-15695173.262629986
MRT,1992,484196054.661354,431906454.050048,2164298425.48412,52289600.61130601
MRT,1993,468506039.816125,382686042.552748,1847353211.3475,85819997.26337695
MRT,1994,674865005.057657,544298175.197249,1944876755.00708,130566829.86040795
MRT,1995,867783179.455265,667898122.754604,2091726101.43014,199885056.70066106
MRT,1996,834998050.963816,667182821.780262,2132087009.28942,167815229.18355405
MRT,1997,691882212.922166,608286588.117626,2071996564.05296,83595624.80454004
MRT,1998,497095341.084318,547348702.483496,2032347664.94993,-50253361.39917797
MRT,1999,448206605.787093,525231930.613571,1985922775.53351,-77025324.826478
MRT,2000,454082403.756887,594773875.786848,1779520886.47015,-140691472.02996093
MRT,2001,445892164.810456,613989584.991416,1746063557.61355,-168097420.18096
MRT,2002,440241261.500872,568870240.532493,1777057481.26043,-128628979.03162098
MRT,2003,392277306.771091,742377025.434361,2051147606.73687,-350099718.66327
MRT,2004,549736448.161367,1227308582.04596,2362501023.24249,-677572133.8845929
MRT,2005,785480557.228916,1805119194.27711,2936019525.60241,-1019638637.048194
MRT,2006,1660493771.4073,1584465517.49814,3919577285.92703,76028253.9091599
MRT,2007,1761222664.72591,1979303956.38723,4346212355.02975,-218081291.66131997
MRT,2008,2166026280.9928,2734283391.42026,5206437193.80413,-568257110.4274597
MRT,2009,1755986391.21565,2110388243.01168,4714595547.75102,-354401851.7960298
MRT,2010,2574612468.25187,2683928047.48284,5628878797.98257,-109315579.2309699
MRT,2011,3394680268.62567,3267485663.42152,6764627745.9033,127194605.20414972
MRT,2012,3247124765.69348,4206931498.2132,6728208836.22143,-959806732.5197201
MRT,2013,3290007704.82617,4106332168.50232,7223071097.08417,-816324463.6761498
MRT,2014,2464897183.91279,3574551160.294,6592537781.81518,-1109653976.3812103
MRT,2015,1862093480.46905,2907777571.10745,6166863896.68677,-1045684090.6384001
MRT,2016,2170784113.99718,2510108455.91277,6398747592.13185,-339324341.9155898
MRT,2017,2346432964.67156,3013092796.00782,6800135898.28827,-666659831.3362603
MRT,2018,2734291920.6783,3928133977.99734,7473550557.07378,-1193842057.3190403
MRT,2019,3347184840.42049,4033369861.07674,7894764885.82312,-686185020.65625
MRT,2020,3420455747.23413,3747908631.56467,8260752385.23089,-327452884.3305402
MRT,2021,3675736238.79967,4468397305.37385,9222536364.01272,-792661066.5741796
MRT,2022,3798126438.33762,5953475023.69027,9557966698.25369,-2155348585.3526506
MRT,2023,4078325530.40484,5664853952.08106,10651709411.4594,-1586528421.6762204
MUS,1960,,,162089563.829564,
MUS,1961,,,191757729.477729,
MUS,1962,,,197738207.858208,
MUS,1963,,,253839557.949558,
MUS,1964,,,218914569.184569,
MUS,1965,,,230024160.524161,
MUS,1966,,,227534083.454083,
MUS,1967,,,238439290.867222,
MUS,1968,,,206576630.576631,
MUS,1969,,,221553612.873613,
MUS,1970,,,224125805.005805,
MUS,1971,,,251437337.841491,
MUS,1972,,,318664899.637091,
MUS,1973,,,404285775.079719,
MUS,1974,,,669894029.624369,
MUS,1975,,,673311287.073382,
MUS,1976,357403437.089587,405895360.714807,713510051.522669,-48491923.62522
MUS,1977,401979141.883502,489609384.033558,834722972.199873,-87630242.150056
MUS,1978,438890038.169642,564148119.303455,1029040323.36704,-125258081.13381302
MUS,1979,516795210.227853,659151682.247672,1227446632.17561,-142356472.01981896
MUS,1980,579103448.957952,695184409.962557,1147027924.10804,-116080961.00460494
MUS,1981,510935885.491278,630445199.049028,1157769443.59463,-119509313.55775005
MUS,1982,508528358.112862,538880023.545534,1092923635.57767,-30351665.432672024
MUS,1983,508533939.28004,512463480.890468,1104956573.09802,-3929541.6104279757
MUS,1984,506437054.815996,541291286.232006,1054564759.05328,-34854231.41600996
MUS,1985,576008404.865979,596406678.900019,1090611324.6814,-20398274.034040093
MUS,1986,885094544.493767,787666568.793136,1482601552.40192,97427975.70063102
MUS,1987,1214376182.66566,1175706233.24642,1906174437.96762,38669949.41924
MUS,1988,1381558262.28026,1487454163.55819,2163252449.13108,-105895901.27793002
MUS,1989,1400873862.5318,1560745157.61454,2211312823.20576,-159871295.08274007
MUS,1990,1723622086.28714,1914627320.79938,2689212760.18576,-191005234.51224017
MUS,1991,1779993084.72591,1886942168.52876,2895354736.18332,-106949083.80285001
MUS,1992,1912137908.84244,2016679337.57616,3267677814.23984,-104541428.73372006
MUS,1993,1900665938.53986,2097741815.30228,3307302125.87528,-197075876.76241994
MUS,1994,2018277243.44386,2329184030.59358,3606050873.0139,-310906787.1497197
MUS,1995,2369967141.40206,2467917730.9375,4094741652.30048,-97950589.53543997
MUS,1996,2811723401.74571,2842088788.72583,4481489761.54368,-30365386.980120182
MUS,1997,2573649427.67002,2778044510.82852,4243755307.55239,-204395083.15849972
MUS,1998,2738797089.94213,2773474376.52781,4225813976.36359,-34677286.58568001
MUS,1999,2771402053.09276,2905445797.09335,4402193195.46945,-134043744.00058985
MUS,2000,2849019400.63143,2854809974.32414,4726108622.47661,-5790573.692709923
MUS,2001,3136674473.47955,2850845016.37495,4675755867.17657,285829457.10459995
MUS,2002,2982651358.38729,2818319871.83766,4906494249.38255,164331486.54963017
MUS,2003,3257695157.69328,3147414249.60508,5894873919.74797,110280908.08820009
MUS,2004,3508043724.68523,3627941099.51457,6667418752.07307,-119897374.82934046
MUS,2005,3829946691.83689,4167176195.00768,6576108447.47531,-337229503.1707897
MUS,2006,4107913610.75401,4823094387.93604,7028810680.89077,-715180777.1820297
MUS,2007,4553284994.89169,5298327349.57553,8150150209.22501,-745042354.6838398
MUS,2008,5102127246.49822,6435667331.3221,9990356673.73497,-1333540084.8238792
MUS,2009,4352373919.73667,5180852195.57069,9128843109.15588,-828478275.8340206
MUS,2010,5125648055.50863,6224223957.58891,10003670690.3497,-1098575902.0802803
MUS,2011,6040733715.48407,7497888068.50148,11518413429.9684,-1457154353.0174103
MUS,2012,6276844450.96987,7667261719.91109,11668696396.7887,-1390417268.9412203
MUS,2013,6462776011.4064,7466249538.53833,12292974141.4044,-1003473527.1319304
MUS,2014,6867142254.44071,7591499821.84154,13074129952.0532,-724357567.4008303
MUS,2015,6183497020.54101,6681832574.08712,12007291045.6489,-498335553.54611015
MUS,2016,6193059608.01233,6573146391.82173,12594155464.4136,-380086783.8093996
MUS,2017,6603761656.13655,7281199190.00987,13713506130.6081,-677437533.8733196
MUS,2018,6792605733.41506,7661222829.93069,14735695930.9727,-868617096.5156298
MUS,2019,6448303392.07697,7481609449.66353,14436346979.6355,-1033306057.5865602
MUS,2020,4489066530.29348,5302573392.44205,11408106446.3144,-813506862.1485701
MUS,2021,5076281417.40793,6178383821.23553,11484348857.8529,-1102102403.8275995
MUS,2022,7154733943.26183,8144214572.30787,12927979286.0453,-989480629.0460396
MUS,2023,7684080479.86153,8117926380.5104,14644524819.0054,-433845900.6488695
MWI,1980,,,1801156774.56852,
MWI,1981,,,1801193909.52073,
MWI,1982,,,1717379494.63245,
MWI,1983,,,1780148049.43635,
MWI,1984,,,1758028656.12928,
MWI,1985,,,1646442272.89094,
MWI,1986,,,1722586299.409,
MWI,1987,,,1721711808.48111,
MWI,1988,,,2008189508.37875,
MWI,1989,,,2314205129.58032,
MWI,1990,,,2737087861.62245,
MWI,1991,,,3206783830.41779,
MWI,1992,,,2618837835.02508,
MWI,1993,,,3013392657.99911,
MWI,1994,,,1719864761.30628,
MWI,1995,,,2033701497.97085,
MWI,1996,,,3319573749.6119,
MWI,1997,,,3875785863.38323,
MWI,1998,,,2547609590.06984,
MWI,1999,,,2584478924.06081,
MWI,2000,,,2537307580.32808,
MWI,2001,,,2498008664.6691,
MWI,2002,,,5087328437.8737,
MWI,2003,,,4669789300.35662,
MWI,2004,,,5058726350.48896,
MWI,2005,,,5320409651.47544,
MWI,2006,,,5818279739.14354,
MWI,2007,,,6451210219.11683,
MWI,2008,,,7743617352.21427,
MWI,2009,,,9009887946.82039,
MWI,2010,,,10128323010.6049,
MWI,2011,,,11648142958.3651,
MWI,2012,,,8773203178.16512,
MWI,2013,,,8031571927.62055,
MWI,2014,,,8801326169.14547,
MWI,2015,,,9219474379.31534,
MWI,2016,,,7909868618.46366,
MWI,2017,,,8943543793.5839,
MWI,2018,,,9879231591.52434,
MWI,2019,,,11051865579.8121,
MWI,2020,,,11769313597.8545,
MWI,2021,,,12378129750.9872,
MWI,2022,,,12429060150.742,
MWI,2023,,,12712150082.0792,
NAM,1980,1704793787.89318,1362972062.08255,2421990338.12083,341821725.81062984
NAM,1981,1268734010.27144,1525183264.41266,2249908578.03115,-256449254.14121985
NAM,1982,1109299701.7911,1290891676.85869,2118710248.32937,-181591975.06759
NAM,1983,1034886235.52643,1209641708.1052,2297400687.55049,-174755472.57877004
NAM,1984,885220879.87544,1005769956.42174,1951260037.94542,-120549076.54630005
NAM,1985,830115794.362121,645147528.464222,1608237350.44365,184968265.89789903
NAM,1986,1022542547.76301,835615682.406198,1809048527.11034,186926865.356812
NAM,1987,1068825357.44755,1181713955.02922,2300068216.96898,-112888597.58167005
NAM,1988,1154170628.30882,1116659078.99297,2495094746.44024,37511549.31585002
NAM,1989,1264270496.90069,1179097363.1141,2535135797.50766,85173133.7865901
NAM,1990,1215303139.42491,1400506542.86809,2789921853.53112,-185203403.44317985
NAM,1991,1318535806.30967,1494467309.9592,2996869281.48364,-175931503.64952993
NAM,1992,1475205065.61328,1679044703.14662,3429521699.4026,-203839637.53333998
NAM,1993,1515171424.1822,1609077277.21466,3251188833.14533,-93905853.03245997
NAM,1994,1617132599.4889,1664156367.10396,3666503529.62911,-47023767.61506009
NAM,1995,1777948903.87184,1944382692.989,3978514206.31168,-166433789.11716008
NAM,1996,1811265635.79742,2040041015.51188,3989163196.56767,-228775379.7144599
NAM,1997,1771936400.51719,2085601573.97131,4154989950.00393,-313665173.4541199
NAM,1998,1602303553.86952,1966011966.8237,3873109865.55683,-363708412.95418
NAM,1999,1602755470.02005,1921503092.56887,3868551730.39163,-318747622.54882
NAM,2000,1597766399.97418,1741317868.39674,3922232164.83175,-143551468.42255998
NAM,2001,1460499982.51866,1690738782.23724,3557341215.15159,-230238799.71858
NAM,2002,1546274870.27248,1615851286.44108,3349169826.38896,-69576416.16860008
NAM,2003,2139525237.38725,2587515250.01028,4926439383.51425,-447990012.6230302
NAM,2004,2630327849.94581,2780117584.53536,6609205994.77406,-149789734.58955002
NAM,2005,2928965079.3611,2919051304.84512,7248374837.72056,9913774.515980244
NAM,2006,3630154009.84173,3318108791.06264,8001779551.06323,312045218.7790899
NAM,2007,4406968679.93726,4872715168.08252,8839536475.99963,-465746488.14525986
NAM,2008,4618182718.26725,5680135503.50944,8607431497.49471,-1061952785.2421904
NAM,2009,4609153402.27765,6453818125.92546,8938847189.07592,-1844664723.64781
NAM,2010,5519309341.42765,6834901238.02053,11431412421.1316,-1315591896.5928793
NAM,2011,5703110578.38843,7094403704.0969,12523359440.5499,-1391293125.7084703
NAM,2012,5224429911.45347,7845456566.94579,13042053591.6857,-2621026655.49232
NAM,2013,4516479278.36452,7252831224.3752,12043307277.1235,-2736351946.01068
NAM,2014,4851942697.54909,7966516583.63681,12435430969.6301,-3114573886.08772
NAM,2015,4009342643.84947,7012858245.28811,11335161083.5061,-3003515601.4386396
NAM,2016,3753721654.57513,6321350620.34772,10722018732.0936,-2567628965.77259
NAM,2017,4335454250.28185,6137946260.80421,12895153370.9132,-1802492010.5223598
NAM,2018,4909459328.14274,6270647309.77361,13682019076.4022,-1361187981.6308699
NAM,2019,4565372504.91404,5832030383.98715,12541928303.48,-1266657879.0731106
NAM,2020,3564380963.997,4577193256.96413,10583748541.5258,-1012812292.9671302
NAM,2021,3963389444.58823,6398181203.66,12402486183.6396,-2434791759.0717697
NAM,2022,5070281051.59631,7384909987.60199,12567271004.6761,-2314628936.00568
NAM,2023,5361856741.19721,8176160172.53968,12351025066.9131,-2814303431.342469
NER,1960,31918254.3537034,33289006.863151,449526873.29589,-1370752.5094476007
NER,1961,39451760.890159,47147122.2009033,485785230.978987,-7695361.310744293
NER,1962,49364165.5385434,68848149.7317472,531736599.250464,-19483984.193203792
NER,1963,54590795.4526676,60518941.8562519,586294878.744643,-5928146.4035843015
NER,1964,54007616.9671035,82169189.8479313,582816396.404409,-28161572.880827792
NER,1965,63869422.7779284,94378527.0972647,673383510.812866,-30509104.31933631
NER,1966,87454924.6664248,112969617.272516,702296078.593173,-25514692.6060912
NER,1967,56105882.4092776,95676908.7604048,665586872.274446,-39571026.35112719
NER,1968,51153496.8714077,91775239.9702035,641214226.209493,-40621743.0987958
NER,1969,58566572.8680842,103099476.922989,625867985.273798,-44532904.054904796
NER,1970,70011507.86505,117639400.742402,649916621.242978,-47627892.877352
NER,1971,85780084.3217561,108204872.057894,693573703.630273,-22424787.73613791
NER,1972,105576519.593227,152229777.967953,742779660.818693,-46653258.374726
NER,1973,146829467.269392,224624680.417982,946385105.193732,-77795213.14859
NER,1974,125912801.159303,297302504.744112,1026137110.89309,-171389703.584809
NER,1975,201836608.528931,325027641.359899,1048690933.21027,-123191032.83096799
NER,1976,237000515.261542,365532146.587653,1064517601.29025,-128531631.32611099
NER,1977,253675833.199836,378778449.436888,1291458041.46193,-125102616.237052
NER,1978,399776062.983696,493782893.561904,1774365589.70815,-94006830.57820803
NER,1979,602012071.700612,777715866.092122,2109277665.69912,-175703794.39151
NER,1980,616701298.9023,956402014.383266,2508524720.71895,-339700715.480966
NER,1981,524397195.933001,785895797.642535,2170893414.3888,-261498601.709534
NER,1982,423104824.484274,728308304.589688,2017612215.97935,-305203480.1054139
NER,1983,375494052.164754,485292312.957537,1803099561.20046,-109798260.79278302
NER,1984,334702553.776809,394103007.001614,1461243326.12882,-59400453.224805
NER,1985,297998034.616533,473096879.788864,1440581652.39853,-175098845.17233104
NER,1986,380827485.1127,393993282.886682,1904096998.30009,-13165797.773981988
NER,1987,464530515.258905,562306432.4533,2233006104.92776,-97775917.194395
NER,1988,417302495.268572,537903216.402983,2280356192.76273,-120600721.13441098
NER,1989,361801929.171755,507802707.665608,2179567114.33391,-146000778.49385297
NER,1990,529264180.867928,721723883.00172,3512356507.88599,-192459702.13379192
